gid,move_ply,move_uci,move_time,player_white,player_clock_time,opponent_clock_time,board_position,castling_rights,en_passant_targets,halfmove_clock,n_possible_moves,n_pieces,player_in_check,partition
202201077996232,33,b1d2,0.0,True,168.0,170.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201035324608,33,b1d2,1.0,True,54.0,44.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201035855800,33,b1d2,1.0,True,162.0,159.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201035894854,33,d3f1,2.0,True,168.0,158.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201035965807,33,b1d2,0.0,True,28.0,30.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201035977252,33,b1d2,0.0,True,30.0,27.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201032299244,33,b1d2,3.0,True,113.0,105.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201006140239,33,b1d2,1.0,True,197.0,197.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201006459254,33,b1d2,5.0,True,285.0,243.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201006993799,33,b1d2,4.0,True,135.0,150.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201065131509,33,b1d2,2.0,True,197.0,191.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201065249013,33,b1d2,2.0,True,195.0,190.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201065749784,33,b1d2,3.0,True,279.0,281.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201065857705,33,d3f1,26.0,True,505.0,569.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201065973238,33,b1d2,29.0,True,624.0,446.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201049029997,33,b1d2,2.0,True,159.0,151.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201049661184,33,b1d2,0.0,True,165.0,162.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201049678976,33,b1d2,0.0,True,29.0,30.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201049691398,33,b1d2,11.0,True,114.0,122.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201001282923,33,b1d2,2.0,True,173.0,185.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201001461691,33,b1d2,6.0,True,307.0,320.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201001518149,33,b1d2,2.0,True,320.0,320.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201001654557,33,b1d2,5.0,True,124.0,118.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201001855965,33,b1d2,2.0,True,121.0,112.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201005047898,33,b1d2,7.0,True,587.0,559.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201005050167,33,b1d2,6.0,True,159.0,122.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201005297837,33,b1d2,2.0,True,648.0,657.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201005345713,33,b3d5,13.0,True,191.0,201.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201005406125,33,b1d2,2.0,True,47.0,47.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201005600100,33,b3d5,6.0,True,159.0,194.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201005863095,33,b1d2,2.0,True,578.0,583.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201061406779,33,b1d2,1.0,True,164.0,160.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201061852962,33,b1d2,2.0,True,168.0,156.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201057097691,33,b1d2,1.0,True,50.0,56.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201057117086,33,b1d2,1.0,True,51.0,55.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201057211199,33,b1d2,3.0,True,164.0,190.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201057228176,33,b1d2,3.0,True,124.0,121.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201057299936,33,d3f1,1.0,True,114.0,120.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201057653691,33,b3d5,5.0,True,171.0,152.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201057945104,33,b1d2,2.0,True,120.0,124.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201057996652,33,b1d2,0.0,True,26.0,30.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201036060322,33,b1d2,0.0,True,30.0,30.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201036092581,33,b1d2,4.0,True,120.0,111.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201036098477,33,b1d2,0.0,True,30.0,29.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201036187263,33,b1d2,0.0,True,27.0,30.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201036240962,33,b1d2,0.0,True,27.0,30.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201036290989,33,b1d2,3.0,True,118.0,110.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201036364630,33,b1d2,13.0,True,329.0,290.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201036452969,33,b1d2,0.0,True,60.0,60.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201036550060,33,b1d2,3.0,True,178.0,195.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201036577166,33,b1d2,0.0,True,29.0,30.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201036717700,33,d3f1,2.0,True,184.0,150.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201036889989,33,b1d2,2.0,True,285.0,282.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201023041563,33,b1d2,2.0,True,265.0,260.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201023048879,33,b1d2,5.0,True,310.0,314.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201023172186,33,b1d2,1.0,True,30.0,30.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201023179077,33,b1d2,3.0,True,188.0,180.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201023343136,33,b1d2,2.0,True,188.0,194.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201023700357,33,b1d2,4.0,True,155.0,108.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201023777549,33,b1d2,1.0,True,37.0,52.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201023919818,33,b1d2,3.0,True,197.0,184.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201085036638,33,d3f1,2.0,True,279.0,226.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201085126933,33,b1d2,8.0,True,538.0,571.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201085212781,33,b1d2,1.0,True,50.0,59.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201085573833,33,b1d2,3.0,True,162.0,201.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201085885182,33,b1d2,6.0,True,322.0,284.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201009043048,33,d3f1,1.0,True,121.0,124.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201009264619,33,b1d2,150.0,True,595.0,531.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201009459001,33,d3f1,8.0,True,293.0,227.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201009460059,33,b1d2,9.0,True,120.0,109.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201009590370,33,b1d2,2.0,True,116.0,121.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201009615526,33,b1d2,7.0,True,272.0,201.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201063186053,33,b1d2,3.0,True,305.0,315.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201063399668,33,b1d2,2.0,True,196.0,195.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201063541923,33,b1d2,3.0,True,162.0,166.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201063854331,33,b1d2,51.0,True,124.0,153.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201059012249,33,b1d2,3.0,True,313.0,300.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201059368069,33,b1d2,1.0,True,123.0,101.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201059405978,33,b1d2,2.0,True,189.0,173.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201074342462,33,b1d2,3.0,True,97.0,102.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201074423112,33,b1d2,1.0,True,165.0,170.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201074514546,33,d3f1,1.0,True,47.0,50.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201074564202,33,b1d2,8.0,True,481.0,567.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201101538013,33,b1d2,1.0,True,170.0,163.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201101540981,33,b1d2,0.0,True,48.0,50.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201101834978,33,b1d2,6.0,True,331.0,326.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201101877600,33,b1d2,2.0,True,285.0,277.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201040116339,33,b1d2,3.0,True,47.0,54.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201040136422,33,b1d2,3.0,True,285.0,252.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201021005697,33,b1d2,4.0,True,165.0,168.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201021024353,33,b1d2,4.0,True,162.0,163.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201021291456,33,b1d2,1.0,True,169.0,166.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201021763406,33,b1d2,3.0,True,107.0,124.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201021793823,33,b1d2,1.0,True,110.0,124.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201062434133,33,b1d2,2.0,True,186.0,193.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201062439781,33,d3f1,1.0,True,302.0,273.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201062466521,33,b1d2,9.0,True,234.0,259.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201062704441,33,b1d2,4.0,True,1291.0,1271.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201022025454,33,b1d2,5.0,True,290.0,276.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201022125120,33,b3d5,29.0,True,289.0,290.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201022139515,33,d3f1,2.0,True,167.0,145.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201022161581,33,b1d2,24.0,True,259.0,263.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201022425535,33,b3d5,7.0,True,546.0,554.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201022792684,33,b1d2,2.0,True,114.0,103.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201042586710,33,b1d2,0.0,True,30.0,28.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201042617127,33,b1d2,0.0,True,28.0,30.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201042671943,33,b3d5,24.0,True,198.0,178.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201042758872,33,b1d2,1.0,True,30.0,30.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201042760349,33,b1d2,4.0,True,257.0,275.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201042780109,33,b1d2,2.0,True,110.0,121.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201042842439,33,b1d2,0.0,True,60.0,57.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201042853708,33,b1d2,0.0,True,60.0,57.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201042876048,33,b1d2,0.0,True,60.0,57.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201042916946,33,b1d2,0.0,True,60.0,57.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201038241660,33,b1d2,6.0,True,126.0,173.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201038370844,33,b1d2,73.0,True,583.0,579.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201038801521,33,b1d2,2.0,True,185.0,180.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201039188816,33,b1d2,2.0,True,110.0,116.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201039476462,33,b1d2,6.0,True,948.0,902.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201039556873,33,b1d2,9.0,True,117.0,115.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201039639894,33,d3f1,11.0,True,1690.0,1713.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201084012346,33,b1d2,3.0,True,332.0,286.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201084133297,33,b1d2,3.0,True,160.0,130.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201084497550,33,b1d2,2.0,True,171.0,186.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201084921087,33,b1d2,10.0,True,184.0,183.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201080072830,33,b1d2,6.0,True,490.0,436.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201080120829,33,b1d2,1.0,True,48.0,49.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201080154745,33,b1d2,4.0,True,624.0,561.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201080263536,33,b1d2,1.0,True,160.0,155.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201080708444,33,a2a4,15.0,True,553.0,572.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201080832865,33,b1d2,2.0,True,158.0,168.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201069068928,33,b1d2,3.0,True,284.0,282.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201069080038,33,b1d2,0.0,True,28.0,30.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
202201069380395,33,b1d2,3.0,True,180.0,189.0,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1,,,5,33,27,False,202201
